INTERNAL_ID,EXTERNAL_ID,ID_PROJECT,CREATION_DATE,OS_IMPACTED,PLATEFORM_IMPACTED,SEVERITY,REPORTER_ID,ASSIGNEE_ID,FIXING_TIME,COMMENTS,REOPENNED,DUPLICATE_BY,FILES_IMPACTED,CHANGESET_REQUIRED,TYPE,DATASET_ID,VERSION,HUNKS,CHURNS
282847,bug_apache_CHUKWA-697,130,"2013-09-02 20:26:04",0,0,4,27977,27977,5,3,0,0,7,7,2,1,0,84,5929
282862,bug_apache_S4-138,230,"2013-09-02 14:53:24",0,0,4,27517,29071,5,3,0,0,2,2,2,1,0,4,0
282887,bug_apache_SOLR-2831,62,"2011-10-13 22:53:43",0,0,4,29476,29476,0,1,0,0,2,2,2,1,0,12,160
282898,bug_apache_HCATALOG-136,210,"2011-10-14 11:41:22",0,0,4,29795,29795,6,4,0,0,4,4,2,1,0,28,292
282920,bug_apache_VYSPER-299,192,"2011-10-17 02:50:15",0,0,2,28003,29805,0,2,0,0,8,8,2,1,0,136,368
282937,bug_apache_KAFKA-159,70,"2011-10-18 05:44:49",0,0,2,27517,39261,0,2,0,0,3,3,2,1,0,39,153
283040,bug_apache_COMPRESS-164,225,"2011-12-05 00:30:30",0,0,4,27517,31793,0,4,0,0,1,2,2,1,0,8,24
283060,bug_apache_AMQ-3622,77,"2011-12-06 15:16:49",0,0,4,27527,31782,1,3,0,0,1,2,2,1,0,6,65
283162,bug_apache_XERCESC-576,104,"2002-08-16 23:48:16",0,0,0,27517,29851,601,5,0,0,5,5,2,1,0,50,6165
283192,bug_apache_DRILL-632,51,"2014-05-04 18:05:08",0,0,2,29244,28290,94,7,0,0,2,2,2,1,0,16,370
283259,bug_apache_DRILL-644,51,"2014-05-06 09:23:54",0,0,4,29244,29244,0,4,0,0,3,3,2,1,0,27,168
283365,bug_apache_HTTPCLIENT-1440,83,"2013-11-27 20:29:17",0,0,4,27517,31817,0,2,0,0,2,2,2,1,0,8,32
283399,bug_apache_JCLOUDS-317,196,"2013-10-02 14:10:04",0,0,6,29674,29924,189,15,1,0,2,2,2,1,0,8,94
283402,bug_apache_SOLR-5297,62,"2013-10-02 15:15:52",0,0,1,29926,29926,0,3,0,0,2,2,2,1,0,6,0
283468,bug_apache_CAMEL-6821,114,"2013-10-04 08:23:26",0,0,4,27875,29946,24,8,0,0,1,7,2,1,0,61,669
283470,bug_apache_CAMEL-6822,114,"2013-10-04 09:51:38",0,0,2,27875,29947,92,4,0,0,2,2,2,1,0,10,16
283496,bug_apache_LOG4J2-763,199,"2014-08-04 20:18:32",0,0,4,28246,27816,6,13,1,0,8,8,2,1,0,136,368
283573,bug_apache_DRILL-1253,51,"2014-08-05 08:10:30",0,0,4,27517,28238,1,1,0,0,3,3,2,1,0,24,63
283583,bug_apache_COUCHDB-1072,99,"2011-02-22 14:40:54",0,0,5,29554,29990,7,8,0,0,2,2,2,1,0,8,36
283612,bug_apache_ODFTOOLKIT-186,200,"2011-02-24 13:32:52",0,0,4,35229,35229,13,5,0,0,2,4,2,1,0,24,264
283659,bug_apache_OPENEJB-1437,188,"2011-03-01 03:52:05",0,0,4,29335,30167,55,6,1,0,1,2,2,1,0,6,6
283670,bug_apache_MAILBOX-41,154,"2011-03-01 21:38:05",0,0,4,27724,32540,0,2,0,0,5,5,2,1,0,50,1935
283729,bug_apache_VELOCITY-727,138,"2009-06-22 09:01:46",0,0,4,27517,30020,192,4,0,0,2,2,2,1,0,8,80
283731,bug_apache_VELOCITY-728,138,"2009-06-22 10:53:06",0,0,4,27517,30020,192,5,0,0,2,2,2,1,0,8,78
283759,bug_apache_COLLECTIONS-331,186,"2009-06-24 15:32:05",0,0,2,28184,39285,622,5,0,0,2,2,2,1,0,12,56
283819,bug_apache_LOG4J2-452,199,"2013-11-14 15:49:10",0,0,5,30044,30045,74,7,0,0,11,12,2,1,0,443,2667
283830,bug_apache_ACCUMULO-1893,69,"2013-11-14 20:07:20",0,0,4,28286,28286,15,11,0,0,2,2,2,1,0,10,24
283844,bug_apache_ACCUMULO-1896,69,"2013-11-15 02:19:43",0,0,4,28274,27921,27,16,0,0,2,2,2,1,0,6,450
283850,bug_apache_AMQ-4889,77,"2013-11-15 09:41:29",0,0,4,27680,30054,31,8,0,0,2,2,2,1,0,28,170
283862,bug_apache_ACCUMULO-1899,69,"2013-11-15 19:45:40",0,0,2,30058,28286,9,5,0,0,2,2,2,1,0,8,100
283977,bug_apache_SANDESHA2-31,151,"2006-10-03 14:04:48",0,0,2,27517,30081,12,2,0,0,2,2,2,1,0,4,62
284022,bug_apache_XALANJ-2323,146,"2006-10-06 15:40:01",0,0,4,28987,30103,41,9,0,0,4,4,2,1,0,24,292
284064,bug_apache_TUSCANY-824,215,"2006-10-11 14:25:17",0,0,5,27737,29043,310,7,0,0,3,3,2,1,0,27,231
284146,bug_apache_PIG-1421,76,"2010-05-17 18:14:58",0,0,4,27932,27932,0,6,0,0,3,3,2,1,0,33,417
284187,bug_apache_CAMEL-4447,114,"2011-09-13 21:30:56",0,0,4,27875,30138,21,12,0,0,3,3,2,1,0,15,102
284224,bug_apache_KARAF-865,67,"2011-09-15 16:48:40",0,0,2,27643,27983,0,4,0,0,3,3,2,1,0,15,21
284279,bug_apache_PIVOT-744,133,"2011-05-15 17:55:41",0,0,2,28671,30413,84,11,0,0,1,2,2,1,0,11,34
284293,bug_apache_FOP-1934,124,"2011-05-17 11:12:22",0,0,0,27544,31290,326,8,0,0,5,5,2,1,0,50,580
284301,bug_apache_PIG-2077,76,"2011-05-17 22:16:33",0,0,4,27699,27699,62,5,0,0,2,2,2,1,0,8,40
284334,bug_apache_QPID-3267,85,"2011-05-19 19:37:21",0,0,5,27517,31254,109,6,1,0,2,2,2,1,0,6,56
284349,bug_apache_HBASE-3908,52,"2011-05-20 16:51:12",0,0,4,27517,39297,3,2,0,0,2,2,2,1,0,8,62
284361,bug_apache_SYNAPSE-769,93,"2011-05-22 07:48:49",0,0,4,27716,27855,25,2,0,0,2,2,2,1,0,16,110
284425,bug_apache_PORTLETBRIDGE-215,89,"2011-06-14 21:36:02",0,0,4,27540,27540,9,3,0,0,4,4,2,1,0,40,144
284503,bug_apache_THRIFT-585,116,"2009-09-18 08:59:36",0,0,4,31257,39303,1837,16,1,0,2,2,2,1,0,12,170
284562,bug_apache_SMX4-377,40,"2009-09-23 08:29:53",0,0,4,27748,27748,2,6,1,0,0,2,2,1,0,18,42
284580,bug_apache_COUCHDB-1272,99,"2011-09-06 15:35:19",0,0,4,27898,30216,1,2,0,0,2,2,2,1,0,12,78
284734,bug_apache_OODT-485,90,"2012-08-06 21:38:32",0,0,2,27710,27710,0,3,0,0,36,36,2,1,0,1404,54432
284792,bug_apache_ODE-672,103,"2009-10-05 10:41:24",0,0,4,27743,31855,793,10,0,0,2,2,2,1,0,8,22
284794,bug_apache_SMX4-390,40,"2009-10-05 13:11:27",0,0,6,27748,28331,0,1,0,0,3,3,2,1,0,9,423
284815,bug_apache_SMX4NMR-160,275,"2009-10-06 15:54:42",0,0,4,29568,31874,0,1,0,0,2,2,2,1,0,14,242
284870,bug_apache_JDO-643,301,"2009-10-12 11:45:16",0,0,4,29801,31883,1055,12,0,0,2,2,2,1,0,8,8
284923,bug_apache_VELOCITY-724,138,"2009-06-01 00:11:17",0,0,1,27517,30297,154,11,1,0,3,3,2,1,0,12,2019
284939,bug_apache_WICKET-2305,88,"2009-06-03 02:26:40",0,0,4,27558,30302,0,0,0,0,2,2,2,1,0,8,22
284965,bug_apache_JAXME-104,293,"2009-06-05 14:23:42",0,0,4,28184,30313,0,2,0,0,1,2,2,1,0,9,49
284981,bug_apache_TUSCANY-3420,215,"2010-01-10 11:56:38",0,0,4,27517,27594,0,2,0,0,2,2,2,1,0,8,4
285021,bug_apache_HARMONY-6419,139,"2010-01-14 09:49:56",0,0,4,28168,28168,329,7,0,0,2,2,2,1,0,12,64
285032,bug_apache_HADOOP-6495,50,"2010-01-15 02:07:37",0,0,4,29320,29320,7,7,0,0,2,4,2,1,0,16,20
285191,bug_apache_HIVE-5698,53,"2013-10-30 17:28:24",0,0,2,27932,27932,0,2,0,0,3,3,2,1,0,18,153
285242,bug_apache_ACCUMULO-1839,69,"2013-10-31 20:27:00",0,0,4,27933,27922,18,4,0,0,2,2,2,1,0,6,4
285248,bug_apache_TILES-573,315,"2013-11-01 01:02:58",0,0,4,30774,31937,5,9,0,0,4,4,2,1,0,24,448
285276,bug_apache_ODE-901,103,"2010-11-08 01:16:11",0,0,6,28138,31943,59,6,0,0,5,5,2,1,0,45,3440
285365,bug_apache_HBASE-3233,52,"2010-11-13 06:25:41",0,0,2,27852,27852,0,2,0,0,2,2,2,1,0,6,2
285373,bug_apache_XMLSCHEMA-7,84,"2010-11-14 17:21:55",0,0,4,27632,31960,510,1,0,0,4,4,2,1,0,68,1036
285414,bug_apache_DRILL-418,51,"2014-03-13 18:10:36",0,0,4,28348,27666,4,8,0,0,4,4,2,1,0,44,156
285490,bug_apache_HDT-30,317,"2013-05-20 09:54:45",0,0,4,27517,31965,353,2,0,0,9,9,2,1,0,225,2250
285531,bug_apache_EASYANT-53,318,"2013-05-21 18:24:29",0,0,4,27517,31972,0,2,0,0,4,4,2,1,0,24,104
285594,bug_apache_QPID-2895,85,"2010-10-08 22:38:36",0,0,4,29458,29458,2,1,0,0,16,16,2,1,0,736,11776
285609,bug_apache_AXIS2-4847,111,"2010-10-11 18:04:19",0,0,4,27555,30382,1321,16,0,0,3,3,2,1,0,30,699
285817,bug_apache_OPENEJB-1322,188,"2010-08-05 06:43:30",0,0,4,28579,28579,370,7,0,0,51,51,2,1,0,4641,13056
285845,bug_apache_HBASE-2905,52,"2010-08-09 11:36:08",0,0,4,31994,31994,0,4,0,0,2,2,2,1,0,16,44
285862,bug_apache_FOP-1834,124,"2010-08-11 00:36:42",0,0,0,27544,31999,607,9,0,0,2,2,2,1,0,10,18
285869,bug_apache_HBASE-2909,52,"2010-08-11 22:07:05",0,0,6,27787,27787,2,4,0,0,2,2,2,1,0,12,108
285883,bug_apache_CRUNCH-469,319,"2014-09-04 21:17:14",0,0,4,27517,30454,17,2,0,0,3,3,2,1,0,15,114
285890,bug_apache_ARGUS-36,117,"2014-09-04 22:57:04",0,0,4,30458,30458,0,2,0,0,4,4,2,1,0,24,32
285903,bug_apache_FALCON-681,113,"2014-09-05 05:44:50",0,0,4,28156,28156,0,2,0,0,2,2,2,1,0,10,504
285979,bug_apache_HARMONY-5843,139,"2008-05-26 07:06:09",0,0,4,29638,29029,67,7,0,0,6,6,2,1,0,48,246
285999,bug_apache_AMQ-1747,77,"2008-05-27 13:12:55",0,0,4,27515,27805,0,3,0,0,2,2,2,1,0,10,50
286008,bug_apache_SM-1374,105,"2008-05-28 13:39:05",0,0,4,29020,29020,40,5,0,0,7,7,2,1,0,28,3542
286046,bug_apache_FELIX-577,94,"2008-05-30 09:10:58",0,0,4,27722,27528,66,3,0,0,2,2,2,1,0,10,48
286108,bug_apache_AXIS-2015,246,"2005-05-25 06:39:49",0,0,4,27517,32021,2,2,0,0,2,2,2,1,0,8,26
286112,bug_apache_XMLCOMMONS-36,323,"2005-05-26 00:21:32",0,0,4,27517,29391,2020,2,0,0,3,3,2,1,0,15,24
286134,bug_apache_TST-7,325,"2005-06-03 19:28:51",0,0,4,32042,32042,604,27,0,0,23,23,2,1,0,644,2668
286217,bug_apache_QPID-2805,85,"2010-08-16 16:57:47",0,0,4,29076,29458,3,1,0,0,2,2,2,1,0,8,8
286229,bug_apache_OPENEJB-1329,188,"2010-08-17 07:04:52",0,0,4,27760,29335,1,2,0,0,2,2,2,1,0,16,164
286243,bug_apache_SHINDIG-1411,87,"2010-08-17 21:09:40",0,0,4,27517,30518,9,3,0,0,11,11,2,1,0,264,682
286278,bug_apache_TUSCANY-2709,215,"2008-12-04 08:41:46",0,0,4,29400,29400,0,1,0,0,16,16,2,1,0,496,162640
286285,bug_apache_SMXCOMP-452,213,"2008-12-04 17:52:05",0,0,4,27578,27508,4,4,0,0,1,2,2,1,0,8,97
286406,bug_apache_OAK-1946,121,"2014-07-03 21:22:11",0,0,4,30534,30534,5,4,0,0,2,3,2,1,0,11,78
286410,bug_apache_FLINK-1000,63,"2014-07-04 20:07:56",0,0,4,30536,30537,11,7,0,0,2,2,2,1,0,8,16
286416,bug_apache_CXF-5846,64,"2014-07-04 02:30:13",0,0,4,28331,30540,32,2,0,0,2,2,2,1,0,8,1326
286424,bug_apache_OAK-1949,121,"2014-07-04 10:39:36",0,0,4,30531,30531,0,3,0,0,2,2,2,1,0,12,32
286486,bug_apache_WSCOMMONS-508,278,"2009-11-08 03:33:25",0,0,4,27517,30184,26,3,0,0,2,2,2,1,0,16,176
286517,bug_apache_AXIS2-4550,111,"2009-11-10 19:11:04",0,0,4,28516,29574,10,1,0,0,3,3,2,1,0,42,621
286605,bug_apache_CAMEL-7369,114,"2014-04-15 10:02:53",0,0,2,30257,30257,0,1,0,0,4,4,2,1,0,32,408
286677,bug_apache_BOOKKEEPER-554,119,"2013-01-20 07:32:38",0,0,4,29219,29219,22,11,0,0,3,3,2,1,0,15,66
286691,bug_apache_QPID-4545,85,"2013-01-21 13:48:26",0,0,5,27702,27702,0,2,0,0,18,18,2,1,0,72,270
286732,bug_apache_IVY-1399,91,"2013-01-22 22:55:44",0,0,4,27517,39350,460,7,0,0,2,2,2,1,0,8,192
286755,bug_apache_CAMEL-6004,114,"2013-01-24 02:22:39",0,0,2,27593,39353,150,13,0,0,2,2,2,1,0,10,472
286810,bug_apache_CONNECTORS-559,66,"2012-10-25 10:37:01",0,0,2,28684,28684,0,3,0,0,3,3,2,1,0,9,6
286853,bug_apache_CAMEL-5747,114,"2012-10-27 20:28:13",0,0,2,27593,30749,2,0,0,0,3,3,2,1,0,12,168
286884,bug_apache_AMQ-3567,77,"2011-10-26 04:30:37",0,0,1,27517,32175,0,2,0,0,2,2,2,1,0,8,334
286903,bug_apache_MESOS-48,68,"2011-10-26 22:55:59",0,0,4,28029,28029,317,2,0,0,8,8,2,1,0,112,280
286906,bug_apache_WICKET-4178,88,"2011-10-27 07:48:24",0,0,2,27705,27843,1,4,1,0,4,4,2,1,0,32,592
287282,bug_apache_SHINDIG-1159,87,"2009-08-20 11:08:31",0,0,4,27517,30614,13,9,0,0,7,7,2,1,0,42,1512
287287,bug_apache_PIVOT-237,133,"2009-08-21 13:18:17",0,0,2,30617,27809,4,6,0,0,2,2,2,1,0,8,140
287334,bug_apache_ODE-657,103,"2009-08-26 14:24:31",0,0,1,29406,33764,29,4,0,0,3,3,2,1,0,6,21
287343,bug_apache_CLK-580,149,"2009-08-26 22:12:32",0,0,2,930,28129,9,2,0,0,2,2,2,1,0,10,0
287348,bug_apache_RAMPART-244,150,"2009-08-27 09:23:08",0,0,4,27538,34085,2,8,0,0,4,4,2,1,0,20,1120
287411,bug_apache_ACCUMULO-2836,69,"2014-05-23 03:11:22",0,0,4,29733,29733,1,4,0,0,5,5,2,1,0,50,235
287433,bug_apache_SAMZA-269,81,"2014-05-23 15:26:52",0,0,4,28305,28305,0,3,0,0,2,2,2,1,0,10,130
287439,bug_apache_OPENJPA-2506,159,"2014-05-23 18:56:26",0,0,4,27858,27858,25,3,0,0,3,3,2,1,0,45,1245
287462,bug_apache_MAHOUT-1560,235,"2014-05-24 20:47:10",0,0,2,28247,39372,0,3,0,0,1,2,2,1,0,6,26
287478,bug_apache_HBASE-10315,52,"2014-01-10 20:25:53",0,0,4,29773,29773,3,12,0,0,1,2,2,1,0,12,30
287489,bug_apache_HIVE-6187,53,"2014-01-10 23:54:54",0,0,4,31805,32266,122,8,0,0,2,2,2,1,0,32,62
287584,bug_apache_WICKET-5048,88,"2013-02-20 09:39:19",0,0,4,27705,30631,7,0,0,0,4,4,2,1,0,24,828
287613,bug_apache_FLEX-33409,92,"2013-02-21 10:34:09",0,0,6,28311,39378,191,46,0,0,6,6,2,1,0,66,408
287652,bug_apache_AMBARI-1480,44,"2013-02-22 20:00:14",0,0,4,28629,28629,2,3,0,0,10,10,2,1,0,140,1010
287727,bug_apache_AXIS2C-1441,141,"2010-01-25 17:25:38",0,0,6,27513,30344,38,6,0,0,2,2,2,1,0,8,6
287753,bug_apache_CMIS-103,106,"2010-01-27 04:35:45",0,0,4,27517,30896,14,3,0,0,2,2,2,1,0,10,30
287767,bug_apache_RAMPART-280,150,"2010-01-28 15:32:04",0,0,4,27513,29131,326,3,0,0,2,2,2,1,0,6,190
287870,bug_apache_SHINDIG-1893,87,"2013-01-11 05:45:07",0,0,4,27517,28682,387,4,0,0,2,2,2,1,0,10,30
287883,bug_apache_WW-4055,58,"2013-04-19 20:41:28",0,0,4,2301,30640,474,27,0,0,2,2,2,1,0,4,80
287913,bug_apache_MRUNIT-185,227,"2013-04-22 19:08:03",0,0,4,27517,32311,0,3,0,0,2,2,2,1,0,8,28
287914,bug_apache_CAMEL-6302,114,"2013-04-22 20:06:52",0,0,4,27875,32312,3,4,0,0,4,7,2,1,0,43,931
287922,bug_apache_CURATOR-18,183,"2013-04-23 01:03:17",0,0,4,28273,32313,16,3,0,0,2,2,2,1,0,8,62
288054,bug_apache_SLING-3857,102,"2014-08-19 16:24:18",0,0,4,27823,39402,5,3,0,0,21,21,2,1,0,1449,12033
288065,bug_apache_ARGUS-9,117,"2014-08-19 19:01:00",0,0,4,28343,28343,36,3,0,0,12,12,2,1,0,312,2808
288087,bug_apache_HARMONY-2183,139,"2006-11-14 10:55:42",0,0,4,28735,30420,28,3,0,0,2,3,2,1,0,13,63
288127,bug_apache_HARMONY-2212,139,"2006-11-16 13:28:36",0,0,4,29628,32368,6,6,0,0,1,3,2,1,0,28,60
288138,bug_apache_AMQ-1057,77,"2006-11-17 01:56:23",0,0,2,30843,32371,0,4,0,0,1,2,2,1,0,6,6
288271,bug_apache_FELIX-4331,94,"2013-11-26 11:58:09",0,0,4,27740,28167,13,2,0,0,2,2,2,1,0,14,36
288351,bug_apache_LOG4J2-310,199,"2013-07-16 07:45:10",0,0,4,28246,32413,42,10,0,0,2,2,2,1,0,12,32
288415,bug_apache_CAMEL-7274,114,"2014-03-05 18:11:55",0,0,4,28005,28301,0,2,0,0,4,4,2,1,0,28,644
288537,bug_apache_FLINK-916,63,"2014-06-09 14:08:50",0,0,5,32444,29243,4,5,0,0,2,2,2,1,0,16,416
288539,bug_apache_FLINK-919,63,"2014-06-09 14:09:01",0,0,4,32440,29243,8,3,0,0,3,3,2,1,0,30,432
288555,bug_apache_PHOENIX-1037,120,"2014-06-09 19:02:07",0,0,4,29386,28256,3,5,0,0,2,2,2,1,0,12,36
288566,bug_apache_SENTRY-278,60,"2014-06-09 21:19:34",0,0,4,27665,27665,0,4,0,0,2,2,2,1,0,8,16
288626,bug_apache_SHIRO-316,190,"2011-07-25 11:25:35",0,0,4,27517,32471,649,4,0,0,2,2,2,1,0,10,18
288645,bug_apache_CAMEL-4274,114,"2011-07-27 07:11:34",0,0,2,27875,32475,0,2,0,0,2,2,2,1,0,14,130
288649,bug_apache_QPID-3373,85,"2011-07-27 13:37:44",0,0,2,27856,31058,34,5,0,0,2,2,2,1,0,6,26
288801,bug_apache_AMBARI-1304,44,"2013-01-30 21:46:01",0,0,4,32301,32301,0,3,0,0,3,3,2,1,0,24,147
288822,bug_apache_OPENJPA-2328,159,"2013-01-31 08:44:50",0,0,6,27858,39405,19,10,0,0,1,4,2,1,0,18,359
288878,bug_apache_AXIS2-5149,111,"2011-09-19 15:21:53",0,0,2,27517,32530,115,3,0,0,3,3,2,1,0,27,6
289140,bug_apache_HARMONY-6485,139,"2010-03-29 01:52:34",0,0,4,29122,32600,73,7,0,0,2,4,2,1,0,22,286
289199,bug_apache_CAMEL-6781,114,"2013-09-24 00:51:59",0,0,4,27875,28248,4,1,0,0,2,2,2,1,0,8,16
289210,bug_apache_MIME4J-232,61,"2013-09-24 15:54:52",0,0,4,27517,36625,0,2,0,0,2,2,2,1,0,8,18
289268,bug_apache_SLING-3119,102,"2013-09-25 18:37:42",0,0,2,28647,39419,1,5,0,0,2,2,2,1,0,12,32
289348,bug_apache_CLK-624,149,"2010-02-13 20:21:55",0,0,4,930,29139,51,13,0,0,1,4,2,1,0,18,76
289350,bug_apache_AMQ-2611,77,"2010-02-14 16:18:47",0,0,4,27805,32598,2,6,0,0,2,2,2,1,0,18,98
289473,bug_apache_SHALE-282,195,"2006-09-13 08:21:45",0,0,4,30108,34343,66,4,0,0,3,3,2,1,0,15,75
289501,bug_apache_MAPREDUCE-1443,180,"2010-02-02 20:14:50",0,0,4,29595,29595,1,6,0,0,3,3,2,1,0,30,132
289567,bug_apache_IVY-1168,91,"2010-02-08 21:45:46",0,0,2,2398,32664,14,7,0,0,3,3,2,1,0,21,51
289668,bug_apache_AMQ-4384,77,"2013-03-18 18:34:19",0,0,4,27680,28206,0,1,0,0,2,2,2,1,0,10,52
289694,bug_apache_AMQ-4753,77,"2013-09-29 01:08:13",0,0,4,27517,32688,10,8,0,0,3,5,2,1,0,27,513
289702,bug_apache_ZOOKEEPER-1769,169,"2013-09-29 18:12:17",0,0,2,32689,32689,1,4,0,0,3,3,2,1,0,21,36
289724,bug_apache_HELIX-257,41,"2013-09-30 18:29:24",0,0,5,29392,39451,21,5,0,0,32,32,2,1,0,2464,21344
289793,bug_apache_HARMONY-4549,139,"2007-07-26 13:52:15",0,0,4,28737,2881,28,3,0,0,2,2,2,1,0,8,400
289839,bug_apache_HARMONY-4571,139,"2007-07-30 20:48:20",0,0,4,28737,30418,29,3,0,0,2,2,2,1,0,6,0
289877,bug_apache_LUCENE-880,46,"2007-05-15 00:23:36",0,0,2,32722,32722,2,2,0,0,2,2,2,1,0,14,498
289922,bug_apache_IVY-514,91,"2007-05-22 20:14:45",0,0,2,27519,29006,194,2,0,1,4,4,2,1,0,32,128
289925,bug_apache_FELIX-293,94,"2007-05-23 20:23:05",0,0,4,27722,27528,8,1,0,0,4,4,2,1,0,20,76
289936,bug_apache_FILEUPLOAD-135,259,"2007-05-24 03:09:45",0,0,4,28184,32753,33,12,0,1,0,3,2,1,0,30,231
289939,bug_apache_HARMONY-3955,139,"2007-05-24 13:11:09",0,0,4,29029,31390,5,3,0,0,3,3,2,1,0,24,297
289984,bug_apache_COLLECTIONS-240,186,"2007-01-20 14:09:02",0,0,6,27517,32773,2231,12,1,0,4,4,2,1,0,24,60
290000,bug_apache_LUCENE-781,46,"2007-01-22 21:37:38",0,0,4,32722,32778,185,24,0,0,4,4,2,1,0,44,3280
290065,bug_apache_WODEN-135,269,"2007-01-29 18:51:46",0,0,4,32796,29610,188,3,0,0,1,2,2,1,0,6,14
290110,bug_apache_HIVE-4360,53,"2013-04-15 19:51:09",0,0,6,28313,28313,0,3,0,0,4,4,2,1,0,8,944
290142,bug_apache_SQOOP-988,170,"2013-04-16 15:32:27",0,0,2,27880,27880,0,5,0,0,2,2,2,1,0,10,26
290236,bug_apache_BOOKKEEPER-577,119,"2013-02-26 14:36:01",0,0,4,28598,28598,70,9,0,0,1,2,2,1,0,8,18
290296,bug_apache_DRILL-956,51,"2014-06-11 20:40:31",0,0,4,29244,28290,0,3,0,0,1,5,2,1,0,43,132
290303,bug_apache_DRILL-958,51,"2014-06-11 21:40:49",0,0,6,27613,27678,5,1,0,0,2,2,2,1,0,10,28
290318,bug_apache_DRILL-965,51,"2014-06-11 23:29:05",0,0,4,29244,29244,0,2,0,0,5,5,2,1,0,65,340
290371,bug_apache_AMBARI-6103,44,"2014-06-12 19:08:53",0,0,6,29246,29246,0,2,0,0,2,2,2,1,0,8,8
290402,bug_apache_PIVOT-501,133,"2010-05-21 00:06:38",0,0,2,28181,27810,0,2,0,0,2,2,2,1,0,10,78
290431,bug_apache_ODE-833,103,"2010-05-25 11:43:30",0,0,4,27517,32859,1,3,0,0,2,2,2,1,0,8,4
290475,bug_apache_AXIS2-3709,111,"2008-04-06 04:43:33",0,0,4,27760,27760,1,4,1,0,2,2,2,1,0,8,230
290485,bug_apache_AXIS2-3712,111,"2008-04-07 15:41:44",0,0,4,27760,27760,5,9,0,0,3,3,2,1,0,21,84
290492,bug_apache_AMQ-1647,77,"2008-04-08 20:02:20",0,0,5,27515,32880,0,1,0,0,2,2,2,1,0,14,196
290498,bug_apache_AXIS2-3718,111,"2008-04-08 18:02:21",0,0,4,27760,27760,0,3,0,0,2,2,2,1,0,26,114
290499,bug_apache_TUSCANY-2210,215,"2008-04-08 18:35:15",0,0,2,27594,32883,22,5,0,0,3,3,2,1,0,15,432
290522,bug_apache_AXIS2-3722,111,"2008-04-10 03:57:40",0,0,4,27760,27760,0,3,0,0,2,2,2,1,0,16,82
290523,bug_apache_MAPREDUCE-606,180,"2008-04-10 08:22:50",0,0,4,27517,28196,2289,10,0,0,4,4,2,1,0,40,324
290555,bug_apache_VYSPER-23,192,"2008-04-14 07:34:41",0,0,2,27517,28003,696,6,0,0,9,9,2,1,0,225,1530
290569,bug_apache_AXIS2C-1106,141,"2008-04-15 16:55:10",0,0,2,28868,32910,1,2,0,0,3,3,2,1,0,24,63
290621,bug_apache_DISCOVERY-5,343,"2003-02-05 21:53:25",0,0,4,27517,2398,1195,3,0,0,1,2,2,1,0,5,35
290682,bug_apache_SLING-2504,102,"2012-06-07 16:18:29",0,0,4,31342,32972,6,8,0,0,2,2,2,1,0,6,54
290690,bug_apache_HCATALOG-423,210,"2012-06-07 20:53:51",0,0,4,32974,32974,2,3,0,0,3,3,2,1,0,24,363
290709,bug_apache_WICKET-4597,88,"2012-06-08 00:07:42",0,0,4,27705,28642,6,2,0,0,2,2,2,1,0,8,38
290730,bug_apache_SHINDIG-1796,87,"2012-06-10 22:49:22",0,0,4,30714,30714,2,1,0,0,2,2,2,1,0,18,76
290739,bug_apache_QPID-4053,85,"2012-06-11 13:31:40",0,0,4,27726,27726,73,3,0,0,5,5,2,1,0,55,660
290776,bug_apache_CAMEL-6191,114,"2013-03-21 00:59:22",0,0,2,27875,27876,56,7,1,0,2,2,2,1,0,10,40
290782,bug_apache_ACCUMULO-1192,69,"2013-03-21 16:36:51",0,0,2,30951,27926,0,6,0,0,2,2,2,1,0,10,56
290785,bug_apache_ACCUMULO-1193,69,"2013-03-21 17:38:00",0,0,4,28624,27926,39,3,0,0,2,2,2,1,0,12,170
290823,bug_apache_SOLR-4634,62,"2013-03-22 23:50:39",0,0,4,28375,28375,0,3,0,0,4,4,2,1,0,48,284
290914,bug_apache_ODE-179,103,"2007-09-08 08:21:21",0,0,2,28705,27736,0,1,0,0,6,6,2,1,0,36,426
290928,bug_apache_COLLECTIONS-265,186,"2007-09-10 20:38:09",0,0,2,27517,33015,1998,10,1,0,2,2,2,1,0,12,78
290929,bug_apache_TUSCANY-1681,215,"2007-09-10 20:59:50",0,0,4,27517,31365,56,3,0,0,2,2,2,1,0,8,12
290944,bug_apache_HARMONY-4779,139,"2007-09-12 16:19:11",0,0,5,28737,30445,1,5,0,0,1,2,2,1,0,6,8
290949,bug_apache_AXIS2-3198,111,"2007-09-13 09:15:12",0,0,1,27517,31893,3,2,0,0,2,2,2,1,0,24,2
291013,bug_apache_AMQ-339,77,"2005-08-25 22:12:53",0,0,4,27517,33037,0,1,0,0,2,2,2,1,0,14,84
291094,bug_apache_WICKET-1278,88,"2008-01-13 10:03:39",0,0,2,27558,31896,27,0,0,0,2,2,2,1,0,20,158
291106,bug_apache_LUCENE-1132,46,"2008-01-15 13:47:01",0,0,1,29146,29146,13,2,0,0,2,2,2,1,0,16,32
291131,bug_apache_ODE-231,103,"2008-01-17 07:38:08",0,0,4,28705,34083,0,2,0,0,2,2,2,1,0,10,12
291132,bug_apache_TUSCANY-1999,215,"2008-01-17 11:24:09",0,0,4,27594,39491,24,10,0,0,8,8,2,1,0,208,4136
