INTERNAL_ID,EXTERNAL_ID,ID_PROJECT,CREATION_DATE,OS_IMPACTED,PLATEFORM_IMPACTED,SEVERITY,REPORTER_ID,ASSIGNEE_ID,FIXING_TIME,COMMENTS,REOPENNED,DUPLICATE_BY,FILES_IMPACTED,CHANGESET_REQUIRED,TYPE,DATASET_ID,VERSION,HUNKS,CHURNS
7983,bug_netbeans_243768,1,"2014-04-11 13:20:00","Windows 8",PC,3,116,8,89,2,0,0,2,1,2,0,8.0.1,3,0
8174,bug_netbeans_227264,3,"2013-03-10 23:48:00","Windows 7",PC,3,190,8,50,4,0,0,2,1,2,0,7.4,5,12
8187,bug_netbeans_229176,1,"2013-04-29 18:22:00",All,All,3,1,479,3,4,1,0,2,1,2,0,7.3.1,8,9
8905,bug_netbeans_145723,14,"2008-08-31 17:59:00",All,All,6,60,1724,1,3,0,0,2,1,2,0,TBD,14,0
9441,bug_netbeans_237325,3,"2013-10-18 16:05:00","Windows 7",PC,3,3,43,1,3,0,0,2,1,2,0,8.0,3,4
10033,bug_netbeans_150891,27,"2008-10-21 15:55:00",All,All,6,181,94,262,4,0,0,2,1,2,0,6.x,7,0
10130,bug_netbeans_198046,29,"2011-04-24 18:21:00",All,PC,3,69,69,1,2,0,0,8,1,2,0,7.0.1,24,12
10831,bug_netbeans_103801,15,"2007-05-11 17:49:00",All,All,6,102,1961,781,3,0,0,3,1,2,0,6.x,5,5
10904,bug_netbeans_155028,23,"2008-12-09 14:15:00",All,All,6,76,120,210,4,0,1,6,1,2,0,6.x,12,18
10951,bug_netbeans_185101,9,"2010-04-27 14:10:00","Mac OS X",Macintosh,3,22,202,50,4,0,0,2,1,2,0,6.x,4,3
11676,bug_netbeans_239113,19,"2013-12-04 13:57:00","Mac OS X",PC,3,49,49,1,6,0,0,626,2,2,0,7.4,4,135
11783,bug_netbeans_164129,21,"2009-04-30 00:18:00","Windows XP",Other,6,69,1575,663,5,0,0,3,1,2,0,7.0,7,0
11800,bug_netbeans_195786,31,"2011-02-22 02:15:00",All,All,3,170,2003,2,4,0,0,3,1,2,0,7.0,17,36
12136,bug_netbeans_200956,31,"2011-08-15 09:14:00",Linux,PC,3,247,8,25,3,0,0,2,1,2,0,TBD,9,22
12837,bug_netbeans_137646,1,"2008-06-18 23:51:00",All,All,6,184,1316,2,1,0,0,3,1,2,0,6.x,23,25
13092,bug_netbeans_128966,3,"2008-03-03 08:35:00",All,All,6,149,13,1537,3,0,0,2,1,2,0,7.2,14,1
13369,bug_netbeans_190165,3,"2010-09-05 19:26:00",Linux,Other,3,9,22,26,7,1,0,3,2,2,0,7.0,9,17
13374,bug_netbeans_28788,15,"2002-11-15 17:32:00",All,All,6,22,22,2895,12,0,0,13,1,2,0,7.0,66,289
13548,bug_netbeans_236523,25,"2013-09-29 21:49:00",All,All,3,141,8,2,4,2,0,7,1,2,0,8.0,3,0
13666,bug_netbeans_159649,1,"2009-03-05 01:41:00",All,All,6,189,2209,35,6,0,1,2,1,2,0,6.x,3,0
13727,bug_netbeans_189723,31,"2010-08-20 16:53:00",All,All,3,170,127,266,26,0,0,73,1,2,0,7.1,637,1297
13923,bug_netbeans_163025,23,"2009-04-18 23:14:00",All,All,6,76,483,3,11,0,1,3,1,2,0,6.x,8,14
14199,bug_netbeans_239631,26,"2013-12-18 22:27:00","Windows XP",PC,3,8,177,26,2,0,0,3,1,2,0,TBD,5,27
14207,bug_netbeans_239582,26,"2013-12-17 23:10:00","Windows XP",PC,3,8,177,27,6,0,0,9,1,2,0,TBD,99,458
14342,bug_netbeans_164493,6,"2009-05-05 14:16:00",All,All,6,116,72,1,3,0,0,2,1,2,0,6.x,3,3
14409,bug_netbeans_158284,4,"2009-02-10 00:31:00",All,All,6,616,117,86,3,0,0,3,1,2,0,6.x,5,0
14451,bug_netbeans_196694,19,"2011-03-14 16:57:00","Mac OS X",PC,3,49,49,218,4,1,0,4,1,2,0,7.1,39,31
14719,bug_netbeans_232991,8,"2013-07-18 13:19:00","Mac OS X",Macintosh,3,14,14,3,5,1,0,2,2,2,0,7.4,10,2
14960,bug_netbeans_201179,27,"2011-08-21 01:01:00",Linux,PC,3,181,8,3,2,0,0,2,1,2,0,7.1,5,8
15035,bug_netbeans_167952,23,"2009-07-01 00:11:00",All,Macintosh,6,76,660,294,3,0,0,2,1,2,0,6.x,3,2
15039,bug_netbeans_168111,6,"2009-07-04 03:36:00","Windows XP",PC,6,72,644,290,3,0,0,2,1,2,0,6.x,11,31
15323,bug_netbeans_149192,15,"2008-10-06 08:09:00",All,All,6,44,125,1,4,0,0,3,1,2,0,6.x,3,0
16203,bug_netbeans_201186,11,"2011-08-21 01:44:00",Linux,PC,3,286,8,71,2,0,0,47,1,2,0,7.1,3,190
16444,bug_netbeans_178818,20,"2009-12-17 19:26:00",Linux,PC,3,63,1720,26,5,0,0,2,1,2,0,6.x,4,3
16575,bug_netbeans_145757,26,"2008-09-01 06:32:00",All,All,6,601,2488,115,1,0,0,2,1,2,0,6.x,9,9
16576,bug_netbeans_145379,26,"2008-08-28 06:58:00",All,All,6,601,2489,112,1,0,0,3,1,2,0,6.x,11,4
16594,bug_netbeans_156669,26,"2009-01-13 10:11:00",All,All,6,601,601,1,1,0,0,5,1,2,0,6.x,9,7
16715,bug_netbeans_129827,10,"2008-03-11 18:53:00",All,Sun,6,173,173,3,1,0,0,2,1,2,0,TBD,4,2
17203,bug_netbeans_183339,10,"2010-04-01 11:38:00",All,All,3,56,56,2,3,0,0,3,1,2,0,6.x,10,20
17234,bug_netbeans_174038,23,"2009-10-08 06:37:00",Linux,PC,6,76,483,2,3,0,0,2,1,2,0,6.x,17,0
17465,bug_netbeans_128653,26,"2008-02-28 03:45:00",All,All,6,181,211,2,2,0,0,3,1,2,0,6.x,7,4
17546,bug_netbeans_212772,38,"2012-05-21 10:36:00",All,All,3,8,115,365,5,0,0,2,1,2,0,7.4,5,6
18003,bug_netbeans_184833,9,"2010-04-23 11:03:00",All,All,3,22,103,31,3,0,0,2,1,2,0,7.0,5,0
18402,bug_netbeans_218860,19,"2012-09-23 09:12:00",Linux,PC,3,8,519,25,4,0,0,3,1,2,0,TBD,10,15
18603,bug_netbeans_218455,8,"2012-09-17 09:30:00",All,All,3,14,14,23,2,0,0,49,1,2,0,7.3,10,34
18674,bug_netbeans_204477,22,"2011-10-31 19:54:00",All,All,3,57,8,1,1,0,0,2,1,2,0,7.1,3,0
18888,bug_netbeans_221111,18,"2012-10-30 16:04:00",All,PC,3,497,497,1,2,0,0,3,1,2,0,TBD,4,0
18889,bug_netbeans_221169,6,"2012-10-31 11:35:00",All,All,3,18,18,1,2,0,0,2,1,2,0,7.3,7,12
19028,bug_netbeans_180305,4,"2010-02-04 18:05:00",Linux,PC,3,10,8,394,5,0,0,2,1,2,0,7.0,36,0
19505,bug_netbeans_141874,14,"2008-07-28 13:35:00",All,All,6,60,639,2,2,0,0,3,1,2,0,6.x,4,6
19641,bug_netbeans_207610,7,"2012-01-23 06:00:00",All,All,3,39,497,1,5,0,0,4,1,2,0,7.2,28,46
20103,bug_netbeans_164251,35,"2009-04-30 23:25:00",All,All,6,474,1024,28,4,0,0,2,1,2,0,6.x,9,4
20352,bug_netbeans_184684,19,"2010-04-22 07:18:00","Windows XP",PC,3,531,531,26,1,0,0,10,1,2,0,6.x,16,15
20431,bug_netbeans_150823,39,"2008-10-21 08:56:00",All,All,6,1971,722,88,7,0,0,8,1,2,0,6.x,144,115
20444,bug_netbeans_157185,39,"2009-01-21 08:45:00",All,All,6,395,2874,1,2,0,0,5,1,2,0,6.x,7,17
20885,bug_netbeans_155095,30,"2008-12-10 05:56:00",All,All,6,110,728,13,4,0,1,2,1,2,0,6.x,3,4
20931,bug_netbeans_156151,10,"2008-12-30 09:34:00",All,All,6,56,56,113,2,0,0,2,1,2,0,6.x,3,0
21073,bug_netbeans_244663,1,"2014-05-22 18:11:00",All,All,3,1,872,49,4,1,0,2,1,2,0,8.0.1,9,2
21896,bug_netbeans_138082,3,"2008-06-24 13:16:00",All,All,6,792,792,9,7,0,0,2,1,2,0,6.x,10,18
22083,bug_netbeans_202067,1,"2011-09-13 13:23:00",All,All,3,141,148,9,2,1,0,3,1,2,0,TBD,8,18
22088,bug_netbeans_202422,31,"2011-09-21 13:35:00",All,All,3,170,8,1,3,0,0,3,1,2,0,7.1,4,0
22140,bug_netbeans_195653,1,"2011-02-18 13:48:00",All,All,3,1,786,221,4,0,0,2,1,2,0,7.1,7,9
22158,bug_netbeans_202849,22,"2011-09-29 23:08:00",All,All,3,57,8,1,1,0,0,12,1,2,0,7.1,7,0
22228,bug_netbeans_159331,10,"2009-02-27 15:28:00",All,All,6,173,706,27,4,0,0,2,1,2,0,6.x,18,16
22339,bug_netbeans_173797,10,"2009-10-05 20:47:00",All,All,6,168,168,1,2,0,0,36,1,2,0,6.x,37,10
22450,bug_netbeans_163883,6,"2009-04-28 00:36:00",All,All,6,123,488,105,4,0,0,3,1,2,0,6.x,4,0
23251,bug_netbeans_155199,35,"2008-12-11 05:39:00",All,All,6,74,574,322,5,1,0,2,1,2,0,-S1S-,3,0
23423,bug_netbeans_129492,21,"2008-03-07 01:14:00",All,All,6,1788,284,22,5,0,0,2,1,2,0,6.x,17,16
23578,bug_netbeans_215891,24,"2012-07-24 15:48:00",All,All,3,145,1986,1,4,0,0,17,1,2,0,7.3,25,33
23712,bug_netbeans_206871,19,"2012-01-03 00:53:00","Mac OS X",PC,3,49,49,51,3,0,0,3,1,2,0,7.2,8,0
23928,bug_netbeans_178045,15,"2009-12-02 22:46:00",All,All,3,44,56,121,2,0,0,2,1,2,0,6.x,5,5
24006,bug_netbeans_178365,38,"2009-12-09 06:33:00","Windows Vista",PC,3,211,8,70,3,0,0,2,1,2,0,6.x,5,34
24009,bug_netbeans_163102,19,"2009-04-20 00:14:00",All,All,6,484,2650,305,9,2,0,2,1,2,0,6.x,6,1
24012,bug_netbeans_162061,19,"2009-04-06 19:05:00",All,All,6,484,719,317,6,0,0,2,1,2,0,TBD,5,13
24103,bug_netbeans_181801,14,"2010-03-10 14:28:00",Linux,PC,3,14,155,16,9,0,0,2,2,2,0,TBD,20,2
24387,bug_netbeans_208917,3,"2012-02-27 17:09:00",Linux,PC,3,190,10,43,3,0,0,2,1,2,0,7.2,9,19
24962,bug_netbeans_230013,31,"2013-05-21 00:03:00",All,All,3,692,1047,3,3,0,0,2,1,2,0,7.4,6,12
25045,bug_netbeans_230122,1,"2013-05-22 14:06:00",All,All,3,141,141,6,5,1,0,12,1,2,0,7.4,6,0
25243,bug_netbeans_173042,23,"2009-09-24 15:43:00",All,All,6,76,665,1,2,0,0,2,1,2,0,6.x,3,2
25612,bug_netbeans_101486,28,"2007-04-17 23:46:00",All,All,6,156,454,2231,15,1,1,2,1,2,0,7.4,3,2
25759,bug_netbeans_215448,10,"2012-07-12 09:41:00",All,All,3,615,496,163,3,0,0,12,1,2,0,TBD,27,22
25821,bug_netbeans_148805,28,"2008-10-01 07:55:00","Windows XP",Sun,6,233,3264,744,13,1,0,7,1,2,0,TBD,23,33
25999,bug_netbeans_140152,15,"2008-07-15 18:33:00",All,All,6,114,1211,10,1,0,0,3,1,2,0,6.x,7,0
26676,bug_netbeans_181140,7,"2010-02-24 07:39:00",All,All,3,657,982,28,2,0,0,2,1,2,0,6.x,26,36
26877,bug_netbeans_139123,9,"2008-07-07 00:05:00",All,All,6,10,73,3,4,0,0,2,1,2,0,6.x,8,2
27228,bug_netbeans_137016,13,"2008-06-11 16:26:00",All,All,6,430,143,16,5,0,0,4,1,2,0,6.x,8,45
27276,bug_netbeans_178909,24,"2009-12-20 15:23:00","Windows 7",PC,3,11,8,279,12,0,0,3,1,2,0,6.x,22,1
27342,bug_netbeans_190493,31,"2010-09-21 19:09:00",All,All,3,170,1590,8,3,0,0,2,1,2,0,7.0,3,1
27371,bug_netbeans_191698,26,"2010-11-06 22:44:00",All,All,3,190,8,68,2,0,0,3,1,2,0,7.0,17,5
27501,bug_netbeans_146204,28,"2008-09-04 15:32:00",All,All,6,170,1405,2,3,0,0,2,1,2,0,6.x,4,3
27638,bug_netbeans_170782,8,"2009-08-24 09:33:00",All,All,6,138,117,8,4,0,0,4,1,2,0,6.x,9,13
27644,bug_netbeans_170675,38,"2009-08-19 18:44:00",All,All,6,211,211,13,8,0,0,2,1,2,0,6.x,11,20
27991,bug_netbeans_231410,1,"2013-06-18 07:47:00",All,All,3,1,1,8,4,0,0,6,1,2,0,7.4,40,45
28159,bug_netbeans_191535,20,"2010-11-01 18:44:00","Windows 7 x64",PC,3,69,393,9,9,0,0,2,1,2,0,7.0,19,21
28192,bug_netbeans_227547,10,"2013-03-16 07:31:00",All,All,3,56,56,6,10,0,0,2,1,2,0,7.4,3,2
28350,bug_netbeans_181485,14,"2010-03-03 09:57:00",All,All,3,21,14,6,3,0,0,2,2,2,0,6.x,26,2
28924,bug_netbeans_178469,26,"2009-12-11 02:46:00",All,All,3,18,18,2,2,0,0,8,1,2,0,6.x,18,9
28925,bug_netbeans_178081,26,"2009-12-03 06:49:00",All,All,3,18,18,9,2,0,0,72,1,2,0,6.x,316,66
28927,bug_netbeans_178344,26,"2009-12-09 01:38:00",All,All,3,18,18,4,3,0,0,4,1,2,0,6.x,8,5
29350,bug_netbeans_245356,24,"2014-07-02 09:20:00",All,All,3,145,11,2,2,0,0,8,1,2,0,8.0.1,36,64
29621,bug_netbeans_196723,15,"2011-03-15 11:12:00","Windows XP",PC,3,22,336,188,7,0,0,3,1,2,0,7.1,10,15
29928,bug_netbeans_129486,1,"2008-03-07 00:23:00",All,All,6,184,1316,1,2,0,0,2,1,2,0,6.x,3,6
30149,bug_netbeans_230720,1,"2013-06-04 11:53:00",All,All,3,1,1,4,2,0,0,2,1,2,0,7.4,10,8
30485,bug_netbeans_178661,38,"2009-12-15 06:50:00","Windows Vista",PC,3,211,8,41,2,0,0,2,1,2,0,6.x,4,2
30503,bug_netbeans_179613,3,"2010-01-18 02:46:00",Linux,PC,3,99,99,9,1,0,0,0,1,2,0,TBD,7,12
30786,bug_netbeans_117259,4,"2007-10-01 08:59:00",All,All,6,10,1676,250,17,0,1,11,1,2,0,6.x,7,0
31077,bug_netbeans_164993,3,"2009-05-12 18:37:00",All,All,6,190,190,3,2,0,0,2,1,2,0,6.x,5,11
31849,bug_netbeans_240589,15,"2014-01-17 09:33:00","Mac OS X",PC,3,12,12,1,2,0,0,2,1,2,0,8.0,9,12
32112,bug_netbeans_131906,24,"2008-04-03 10:20:00",All,All,6,77,215,43,25,0,0,2,3,2,0,TBD,6,10
32771,bug_netbeans_144604,28,"2008-08-20 16:34:00",All,All,6,170,140,2,2,0,0,5,1,2,0,TBD,6,13
32777,bug_netbeans_143999,1,"2008-08-15 01:09:00",All,All,6,116,116,8,3,0,0,4,1,2,0,6.x,8,20
32792,bug_netbeans_144399,1,"2008-08-19 14:39:00","Windows XP",PC,6,423,944,4,5,0,0,2,1,2,0,6.x,11,10
32794,bug_netbeans_136910,20,"2008-06-10 13:28:00","Windows XP",PC,6,69,945,74,2,0,0,3,1,2,0,6.x,11,19
32813,bug_netbeans_144854,35,"2008-08-22 13:54:00",Linux,PC,6,759,621,1,4,0,0,2,1,2,0,6.x,8,20
32835,bug_netbeans_129931,11,"2008-03-12 16:29:00",Linux,All,6,18,22,166,13,0,3,2,1,2,0,6.x,23,31
32970,bug_netbeans_189145,9,"2010-08-03 07:04:00",Linux,PC,3,15,8,1115,2,0,0,2,1,2,0,7.4,8,0
33433,bug_netbeans_171888,19,"2009-09-10 09:52:00",All,All,6,127,316,7,4,0,0,99,1,2,0,6.x,488,470
33869,bug_netbeans_222775,22,"2012-11-26 16:28:00",Linux,PC,3,57,155,39,6,0,0,2,1,2,0,7.3,5,7
33909,bug_netbeans_166988,3,"2009-06-12 13:51:00",All,All,6,190,1550,1305,7,0,0,2,1,2,0,7.3,5,5
34314,bug_netbeans_206313,29,"2011-12-13 08:56:00",All,PC,3,497,497,394,2,0,0,3,1,2,0,7.2,46,1043
34726,bug_netbeans_176831,16,"2009-11-13 14:19:00","Windows XP",PC,3,136,483,158,14,0,0,2,1,2,0,6.x,3,0
35502,bug_netbeans_216088,24,"2012-07-28 00:12:00",All,All,3,145,8,102,7,0,0,4,1,2,0,7.3,8,5
35546,bug_netbeans_216751,15,"2012-08-12 18:44:00",Linux,PC,3,143,8,87,2,0,0,4,1,2,0,TBD,5,16
35550,bug_netbeans_215583,35,"2012-07-16 00:44:00",All,All,3,3,8,115,3,0,0,2,2,2,0,7.3,8,5
35788,bug_netbeans_206312,29,"2011-12-13 08:55:00",All,PC,3,497,497,90,2,0,0,14,1,2,0,7.2,10,29
35945,bug_netbeans_240878,10,"2014-01-23 00:05:00",Solaris,PC,3,8,56,79,2,0,0,3,1,2,0,8.0,9,4
36255,bug_netbeans_222111,14,"2012-11-14 13:21:00","Windows 7",PC,3,60,884,8,4,0,0,3,1,2,0,7.3,7,32
36262,bug_netbeans_144432,31,"2008-08-19 18:55:00",All,All,6,576,87,37,2,0,0,2,1,2,0,6.x,25,31
36297,bug_netbeans_148529,13,"2008-09-26 22:22:00",All,All,6,784,440,1,5,0,0,2,1,2,0,6.x,9,19
36312,bug_netbeans_148083,13,"2008-09-23 19:41:00",All,All,6,784,1381,4,5,0,0,2,1,2,0,6.x,5,4
37105,bug_netbeans_225728,25,"2013-02-04 23:39:00","Windows 7",PC,3,141,8,42,5,0,0,2,1,2,0,7.4,11,10
37567,bug_netbeans_147338,11,"2008-09-16 08:36:00",All,All,6,18,18,3,3,0,0,15,1,2,0,6.x,4,2
37592,bug_netbeans_146666,34,"2008-09-09 15:52:00",All,All,6,133,133,11,2,0,0,3,1,2,0,6.x,20,5
37608,bug_netbeans_136870,31,"2008-06-10 03:34:00","Windows Vista",All,6,127,188,103,11,0,0,3,1,2,0,6.x,17,25
37629,bug_netbeans_147698,26,"2008-09-19 10:27:00",All,All,6,601,2488,3,1,0,0,5,1,2,0,6.x,3,1
37670,bug_netbeans_139505,30,"2008-07-10 00:09:00",All,All,6,110,711,153,5,0,2,2,1,2,0,6.x,4,24
37671,bug_netbeans_150308,30,"2008-10-16 00:53:00",All,All,6,110,711,62,9,0,0,2,3,2,0,6.x,55,33
37677,bug_netbeans_132812,30,"2008-04-14 22:16:00",All,All,6,110,1183,254,11,0,0,2,1,2,0,6.x,92,11
37686,bug_netbeans_156513,30,"2009-01-09 05:34:00",All,All,6,110,3461,27,4,0,0,2,1,2,0,6.x,13,5
37722,bug_netbeans_152935,1,"2008-11-11 11:35:00",All,PC,6,736,287,16,6,0,0,3,1,2,0,6.x,4,0
37773,bug_netbeans_200474,6,"2011-07-28 13:12:00","Mac OS X",PC,3,72,72,2,2,0,0,3,1,2,0,7.1,7,17
38316,bug_netbeans_199633,16,"2011-06-22 21:13:00",Linux,PC,3,99,8,6,1,0,0,4,1,2,0,7.1,13,16
38463,bug_netbeans_196868,15,"2011-03-18 18:57:00",Linux,Other,3,22,22,2,3,0,0,2,1,2,0,6.x,9,16
38867,bug_netbeans_152004,30,"2008-10-31 16:18:00",All,All,6,110,110,139,2,0,0,4,1,2,0,6.x,8,8
39126,bug_netbeans_213593,28,"2012-06-05 00:17:00","Windows 7",PC,3,99,8,5,3,0,0,78,1,2,0,7.2,303,175
39434,bug_netbeans_189679,31,"2010-08-19 11:24:00","Mac OS X",PC,3,127,103,2,7,0,0,2,1,2,0,7.0,6,10
39719,bug_netbeans_137346,23,"2008-06-16 18:10:00","Windows XP",PC,6,76,471,109,6,0,0,2,1,2,0,6.x,9,1
39757,bug_netbeans_147498,35,"2008-09-17 14:58:00",All,All,6,759,618,20,8,0,0,2,1,2,0,6.x,3,3
39861,bug_netbeans_218508,1,"2012-09-18 08:15:00","Mac OS X",PC,3,170,72,1,2,0,0,2,1,2,0,7.3,7,8
40283,bug_netbeans_229449,24,"2013-05-07 10:32:00",All,All,3,145,145,23,2,0,0,5,1,2,0,7.4,8,3
40317,bug_netbeans_230505,24,"2013-05-30 08:51:00",All,All,3,145,145,1,2,0,0,15,1,2,0,7.4,78,114
40651,bug_netbeans_247087,15,"2014-09-12 22:13:00","Windows 7",PC,3,22,8,4,3,0,0,2,1,2,0,Dev,5,6
40794,bug_netbeans_236722,13,"2013-10-03 21:23:00","Windows Vista",PC,3,20,8,55,9,0,0,4,1,2,0,8.0,36,37
41219,bug_netbeans_241474,10,"2014-02-06 07:49:00",All,All,3,65,65,1,2,0,0,2,1,2,0,8.0,5,4
41267,bug_netbeans_194252,20,"2011-01-12 11:23:00",All,All,3,69,498,52,3,0,0,8,1,2,0,7.0,9,16
41865,bug_netbeans_158544,19,"2009-02-13 17:09:00",All,Macintosh,6,531,49,272,1,0,0,3,1,2,0,6.x,9,9
41951,bug_netbeans_176759,24,"2009-11-13 02:35:00",Linux,PC,3,11,8,4,7,0,0,2,1,2,0,6.x,3,2
42006,bug_netbeans_204118,7,"2011-10-23 11:46:00",All,All,3,39,8,3,5,0,0,2,1,2,0,7.1,28,34
42479,bug_netbeans_141508,34,"2008-07-24 11:07:00",All,All,6,785,4426,10,3,0,0,3,1,2,0,6.x,13,13
42487,bug_netbeans_142673,1,"2008-08-02 10:21:00",All,All,6,785,785,1,2,0,0,129,1,2,0,6.x,96,62
42853,bug_netbeans_216885,8,"2012-08-14 21:13:00",All,All,3,14,2,48,5,0,0,5,1,2,0,7.3,4,34
42938,bug_netbeans_125691,3,"2008-01-21 15:54:00",All,All,6,190,51,11,3,0,0,2,1,2,0,6.x,3,4
43141,bug_netbeans_196175,24,"2011-03-01 22:47:00","Windows 7 x64",PC,3,20,8,7,7,0,0,9,1,2,0,7.0,16,19
43416,bug_netbeans_221991,25,"2012-11-12 17:44:00","Mac OS X",PC,3,141,49,2,2,0,0,2,1,2,0,7.3,3,4
43491,bug_netbeans_150447,15,"2008-10-16 22:28:00",All,All,6,10,10,20,21,0,1,4,1,2,0,6.x,11,68
43541,bug_netbeans_158545,15,"2009-02-13 17:24:00",All,All,6,44,828,5,2,0,0,2,1,2,0,6.x,13,3
44081,bug_netbeans_154802,14,"2008-12-05 19:54:00",All,All,6,14,10,38,4,0,0,2,1,2,0,TBD,4,0
44203,bug_netbeans_161999,31,"2009-04-05 22:27:00",All,All,6,127,181,8,5,0,0,2,1,2,0,6.x,4,17
44436,bug_netbeans_202569,20,"2011-09-23 14:57:00",All,All,3,69,8,22,8,0,0,2,1,2,0,7.1,12,12
44439,bug_netbeans_203691,35,"2011-10-14 07:01:00","Mac OS X",Macintosh,3,3,8,3,2,0,0,2,1,2,0,7.1,26,29
44877,bug_netbeans_152726,23,"2008-11-07 19:29:00",Linux,PC,6,76,483,35,5,0,0,3,1,2,0,6.x,6,10
44884,bug_netbeans_137892,23,"2008-06-21 20:47:00",All,All,6,76,770,167,4,0,1,3,1,2,0,6.x,5,10
45241,bug_netbeans_134681,30,"2008-05-07 15:39:00",All,All,6,110,946,316,2,0,0,2,1,2,0,6.x,32,6
45248,bug_netbeans_160001,30,"2009-03-10 14:09:00",All,All,6,110,110,9,3,0,0,2,2,2,0,6.x,4,1
45692,bug_netbeans_227029,24,"2013-03-05 11:50:00",All,All,3,145,8,120,5,0,0,4,1,2,0,7.4,10,11
45711,bug_netbeans_231790,15,"2013-06-25 16:26:00",Linux,PC,3,22,143,8,2,0,0,2,1,2,0,7.4,6,18
