INTERNAL_ID,EXTERNAL_ID,ID_PROJECT,CREATION_DATE,OS_IMPACTED,PLATEFORM_IMPACTED,SEVERITY,REPORTER_ID,ASSIGNEE_ID,FIXING_TIME,COMMENTS,REOPENNED,DUPLICATE_BY,FILES_IMPACTED,CHANGESET_REQUIRED,TYPE,DATASET_ID,VERSION,HUNKS,CHURNS
1914,bug_netbeans_222707,13,"2012-11-25 11:53:00",All,All,3,143,8,11,4,0,0,1,1,1,0,7.3,2,2
1948,bug_netbeans_223318,15,"2012-12-05 13:56:00",All,All,3,22,645,1,3,0,0,1,1,1,0,7.3,2,2
2065,bug_netbeans_181532,8,"2010-03-04 09:02:00",All,All,3,21,21,4,4,1,0,1,2,1,0,6.x,3,4
2089,bug_netbeans_165992,23,"2009-05-25 21:58:00",All,All,6,76,666,291,5,0,0,1,1,1,0,6.x,5,7
2207,bug_netbeans_158480,3,"2009-02-12 18:26:00",All,All,6,190,705,706,2,0,0,1,1,1,0,7.0,6,9
2243,bug_netbeans_194637,1,"2011-01-23 22:11:00",All,All,3,116,148,1,2,0,0,1,1,1,0,7.0,2,0
2308,bug_netbeans_161508,31,"2009-03-30 18:26:00",All,All,6,127,719,2,3,0,0,1,1,1,0,6.x,2,0
2443,bug_netbeans_239689,10,"2013-12-20 10:00:00",All,All,3,56,2,1,3,0,0,1,1,1,0,8.0,4,4
2793,bug_netbeans_170264,14,"2009-08-12 00:37:00","Windows XP",PC,6,60,827,8,12,0,0,1,1,1,0,6.x,2,0
2842,bug_netbeans_222023,13,"2012-11-13 10:24:00",All,All,3,1,832,1,4,0,0,1,1,1,0,7.3,5,11
3310,bug_netbeans_145799,23,"2008-09-01 00:38:00",All,All,6,120,76,11,4,0,0,1,1,1,0,6.x,5,6
3319,bug_netbeans_146814,28,"2008-09-10 17:32:00",All,All,6,170,211,1,2,0,0,2,1,1,0,6.x,3,3
3323,bug_netbeans_146525,4,"2008-09-08 15:59:00",All,All,6,294,22,2,4,0,0,1,1,1,0,6.x,5,0
3359,bug_netbeans_146919,35,"2008-09-11 00:02:00",All,All,6,759,786,1,8,0,0,1,1,1,0,6.x,2,2
3368,bug_netbeans_137344,14,"2008-06-16 17:42:00","Windows XP",PC,6,60,945,88,3,0,0,1,1,1,0,TBD,2,1
3383,bug_netbeans_132805,13,"2008-04-14 19:59:00","Windows XP",All,6,421,440,142,7,0,1,1,1,1,0,6.x,2,5
3450,bug_netbeans_239735,24,"2013-12-23 06:00:00",All,All,3,145,2,15,3,0,0,1,1,1,0,8.0,3,2
3477,bug_netbeans_240039,3,"2014-01-06 19:30:00","Mac OS X",Macintosh,3,12,357,1,5,0,0,1,1,1,0,8.0,2,0
3497,bug_netbeans_239594,24,"2013-12-18 09:14:00",All,All,3,145,1,21,4,0,0,1,1,1,0,8.0,3,2
3579,bug_netbeans_140510,24,"2008-07-17 13:24:00",All,All,6,72,100,22,5,0,0,1,1,1,0,6.x,2,2
3591,bug_netbeans_138134,23,"2008-06-24 18:42:00",All,All,6,76,121,45,2,0,0,1,1,1,0,6.x,2,0
3647,bug_netbeans_167760,1,"2009-06-28 20:35:00",All,All,6,792,69,1,1,0,0,1,1,1,0,6.x,2,9
3808,bug_netbeans_222906,8,"2012-11-28 15:06:00",All,All,3,166,14,2,4,0,0,1,1,1,0,7.3,10,14
3809,bug_netbeans_222907,8,"2012-11-28 15:26:00",All,All,3,14,14,13,3,0,0,1,1,1,0,7.3,3,0
3822,bug_netbeans_220924,8,"2012-10-26 13:45:00",All,All,3,14,21,35,5,0,0,1,1,1,0,7.3,16,22
3825,bug_netbeans_228567,15,"2013-04-15 00:58:00",All,All,3,143,143,2,2,2,0,1,1,1,0,7.4,3,4
3846,bug_netbeans_228678,6,"2013-04-18 07:45:00","Mac OS X",Macintosh,3,138,138,1,2,0,0,1,1,1,0,7.4,5,4
4082,bug_netbeans_134886,6,"2008-05-12 21:45:00",All,All,6,72,1064,95,4,0,2,1,1,1,0,TBD,11,2
4325,bug_netbeans_198488,3,"2011-05-10 17:52:00","Windows XP",PC,3,138,177,2,8,1,0,1,1,1,0,7.2,5,13
4527,bug_netbeans_203960,28,"2011-10-19 11:42:00",All,All,3,195,8,8,3,0,0,1,1,1,0,7.1,3,0
4529,bug_netbeans_204130,28,"2011-10-23 19:51:00",All,All,3,195,8,3,3,0,0,1,1,1,0,7.1,2,0
4582,bug_netbeans_200147,7,"2011-07-14 17:16:00",All,All,3,41,1130,109,5,1,0,1,1,1,0,TBD,3,2
4709,bug_netbeans_184326,6,"2010-04-16 08:15:00",Linux,PC,3,72,108,2,8,1,0,1,2,1,0,6.x,3,2
4745,bug_netbeans_174987,23,"2009-10-20 00:14:00",All,All,6,76,103,196,6,0,0,1,1,1,0,6.x,3,3
4801,bug_netbeans_158878,11,"2009-02-20 10:26:00","Mac OS X","Macintosh (x86)",6,18,18,1,3,4,0,1,1,1,0,6.x,4,4
4803,bug_netbeans_150570,11,"2008-10-17 17:45:00","Windows XP",PC,6,158,722,179,2,0,0,1,1,1,0,6.x,5,2
4814,bug_netbeans_163844,11,"2009-04-28 08:49:00",All,All,6,18,18,1,2,0,0,1,1,1,0,6.x,6,0
4859,bug_netbeans_165826,11,"2009-05-22 14:45:00",All,All,6,18,18,1,3,0,0,1,1,1,0,6.x,7,8
4911,bug_netbeans_134220,34,"2008-04-30 07:28:00",All,All,6,327,1199,1,5,2,2,1,1,1,0,6.x,3,2
5024,bug_netbeans_228271,3,"2013-04-05 04:57:00",All,All,3,5,163,5,6,0,0,2,2,1,0,7.4,4,9
5089,bug_netbeans_228568,18,"2013-04-15 13:07:00",All,PC,3,114,497,1,2,0,0,2,1,1,0,7.4,2,2
5154,bug_netbeans_135072,28,"2008-05-14 19:18:00",All,All,6,95,1254,35,3,0,0,2,1,1,0,6.x,4,4
5160,bug_netbeans_136193,20,"2008-05-30 20:03:00",All,All,6,63,63,20,6,0,0,2,1,1,0,6.x,2,5
5183,bug_netbeans_137566,10,"2008-06-18 14:28:00",All,All,6,173,173,1,3,0,1,1,1,1,0,TBD,2,2
5575,bug_netbeans_188336,15,"2010-07-02 23:08:00",All,All,3,182,1170,12,4,0,0,1,1,1,0,7.0,2,2
5577,bug_netbeans_188537,15,"2010-07-09 00:15:00","Windows Vista",PC,3,182,80,6,3,0,0,1,1,1,0,7.0,11,0
5584,bug_netbeans_188485,15,"2010-07-08 11:50:00",All,All,3,22,710,8,4,0,0,1,1,1,0,7.0,7,9
5623,bug_netbeans_215763,13,"2012-07-20 08:55:00",Linux,PC,3,20,38,337,2,0,0,3,1,1,0,7.4,2,3
5640,bug_netbeans_226733,3,"2013-02-26 19:37:00","Windows 7",PC,3,9,515,112,9,1,0,1,1,1,0,7.4,7,20
5653,bug_netbeans_231522,1,"2013-06-19 13:49:00",All,All,3,1,8,2,3,0,0,4,1,1,0,7.4,2,0
5713,bug_netbeans_242081,20,"2014-02-19 09:04:00","Mac OS X",Macintosh,3,51,8,33,18,0,0,2,1,1,0,TBD,2,0
5727,bug_netbeans_243300,26,"2014-03-26 17:46:00",All,All,3,143,143,1,2,0,0,1,1,1,0,8.0,3,8
5743,bug_netbeans_243144,20,"2014-03-21 13:03:00",All,All,3,69,8,7,4,0,0,1,1,1,0,8.0.1,2,1
5756,bug_netbeans_243398,8,"2014-03-31 10:34:00","Mac OS X",Macintosh,3,14,14,1,2,0,0,1,1,1,0,8.0,3,2
5757,bug_netbeans_243399,8,"2014-03-31 10:35:00","Mac OS X",Macintosh,3,14,14,1,2,0,0,1,1,1,0,8.0,4,2
5780,bug_netbeans_242341,3,"2014-02-25 23:05:00",All,All,3,3,8,24,4,0,0,1,1,1,0,8.0.1,2,2
5784,bug_netbeans_242930,3,"2014-03-15 17:34:00",All,All,3,3,8,6,3,0,0,1,1,1,0,8.0.1,38,2
5895,bug_netbeans_152894,25,"2008-11-10 17:28:00",All,All,6,69,1380,157,31,0,5,1,1,1,0,6.x,8,7
5900,bug_netbeans_162794,31,"2009-04-16 09:22:00","Windows Vista",PC,6,247,722,1,6,0,0,1,1,1,0,6.x,3,3
6117,bug_netbeans_153842,28,"2008-11-25 11:36:00",All,All,6,768,124,73,7,0,0,1,1,1,0,TBD,3,2
6166,bug_netbeans_162083,29,"2009-04-07 06:38:00",All,All,6,44,1417,162,8,0,0,2,2,1,0,6.x,3,1
6171,bug_netbeans_172325,10,"2009-09-15 20:37:00",All,All,6,168,168,1,3,0,0,1,1,1,0,6.x,6,3
6197,bug_netbeans_167334,3,"2009-06-18 20:40:00",All,All,6,160,1423,91,5,0,0,1,1,1,0,TBD,6,9
6227,bug_netbeans_232334,20,"2013-07-07 03:14:00",All,All,3,69,8,2,3,0,0,1,1,1,0,7.4,4,1
6265,bug_netbeans_226812,29,"2013-02-28 03:51:00",All,All,3,254,8,133,4,0,0,1,1,1,0,7.4,2,5
6274,bug_netbeans_231758,15,"2013-06-25 07:18:00",All,All,3,44,11,15,5,0,0,1,1,1,0,7.4,3,7
6287,bug_netbeans_232392,8,"2013-07-08 14:59:00",All,All,3,14,14,1,3,0,0,1,1,1,0,7.4,10,4
6394,bug_netbeans_235002,8,"2013-08-26 08:40:00","Windows XP",PC,3,14,8,3,2,0,0,6,1,1,0,7.4,2,2
6608,bug_netbeans_181118,8,"2010-02-24 03:28:00",All,All,3,138,223,266,7,0,0,1,1,1,0,6.x,3,0
6617,bug_netbeans_191963,3,"2010-11-15 00:03:00",All,All,3,190,190,2,3,0,0,2,2,1,0,7.0,3,2
6700,bug_netbeans_192224,31,"2010-11-20 21:40:00","Windows 7 x64",PC,3,170,35,4,10,2,0,1,1,1,0,7.0,4,2
6757,bug_netbeans_145509,28,"2008-08-29 00:46:00",All,All,6,170,115,1,3,0,0,1,1,1,0,6.x,4,2
6800,bug_netbeans_138606,15,"2008-06-30 11:55:00",All,All,6,181,117,64,3,0,0,1,1,1,0,6.x,2,2
6809,bug_netbeans_205393,22,"2011-11-21 23:43:00",All,All,3,57,8,1,2,0,0,1,1,1,0,7.2,2,2
6860,bug_netbeans_205495,11,"2011-11-23 18:11:00",All,All,3,18,18,1,2,0,0,1,1,1,0,7.2,5,3
6910,bug_netbeans_139041,31,"2008-07-04 14:10:00",All,All,6,247,765,11,2,0,0,1,1,1,0,6.x,2,2
6917,bug_netbeans_138138,28,"2008-06-24 19:10:00",All,All,6,768,124,22,3,0,0,1,1,1,0,6.x,2,2
6928,bug_netbeans_139824,23,"2008-07-14 00:52:00",All,All,6,120,971,1,3,0,0,1,1,1,0,6.x,2,0
6987,bug_netbeans_140345,29,"2008-07-16 16:16:00",All,All,6,7,10,1,14,0,0,2,1,1,0,6.x,3,0
7134,bug_netbeans_226874,13,"2013-03-01 07:30:00",All,All,3,20,125,133,9,0,0,2,1,1,0,7.4,3,3
7174,bug_netbeans_232567,8,"2013-07-11 13:48:00",All,All,3,14,14,1,3,0,0,1,1,1,0,7.4,2,2
7178,bug_netbeans_226002,1,"2013-02-12 04:46:00",All,All,3,1,1518,151,5,0,0,1,1,1,0,7.4,2,1
7348,bug_netbeans_173785,10,"2009-10-05 16:26:00",All,All,6,168,615,1,2,0,0,1,1,1,0,6.x,4,1
7352,bug_netbeans_167890,1,"2009-06-30 14:45:00",All,All,6,497,1543,100,4,0,1,1,1,1,0,6.x,2,2
7358,bug_netbeans_173509,32,"2009-10-01 16:12:00",All,All,6,143,143,1,2,0,0,1,1,1,0,6.x,5,3
7449,bug_netbeans_205966,15,"2011-12-05 23:32:00",Linux,PC,3,44,10,134,2,0,0,1,1,1,0,7.2,5,14
7496,bug_netbeans_211009,2,"2012-04-11 13:25:00","Windows 7",PC,3,164,164,1,3,0,0,1,1,1,0,7.2,12,16
7666,bug_netbeans_204944,32,"2011-11-10 15:10:00",All,All,3,143,8,6,3,0,0,1,1,1,0,7.1,3,0
7707,bug_netbeans_170698,10,"2009-08-20 00:44:00",All,All,6,42,89,8,4,0,0,6,2,1,0,6.x,9,25
7736,bug_netbeans_169999,1,"2009-08-06 15:47:00",All,All,6,80,1122,32,4,1,0,1,1,1,0,6.x,9,14
7791,bug_netbeans_152206,1,"2008-11-03 15:12:00",Linux,All,6,423,804,32,13,0,2,1,1,1,0,6.x,5,8
7918,bug_netbeans_243362,6,"2014-03-28 17:07:00",All,All,3,138,8,101,4,0,0,1,1,1,0,Dev,8,0
7921,bug_netbeans_238111,8,"2013-11-07 17:33:00","Mac OS X",Macintosh,3,14,14,242,3,0,0,1,1,1,0,TBD,11,9
7936,bug_netbeans_245444,1,"2014-07-07 11:25:00",All,All,3,1,1,1,3,0,0,1,1,1,0,8.0.1,3,1
7939,bug_netbeans_245494,10,"2014-07-08 15:22:00",All,All,3,8,8,1,2,0,0,1,1,1,0,8.0.1,5,11
7975,bug_netbeans_236815,1,"2013-10-06 22:34:00",All,All,3,110,514,1,3,0,0,1,1,1,0,8.0,2,0
8001,bug_netbeans_187260,28,"2010-06-07 10:03:00",All,All,3,244,687,115,5,0,0,1,1,1,0,7.0,5,0
8014,bug_netbeans_151936,31,"2008-10-31 04:09:00",All,All,6,170,639,700,4,0,0,1,1,1,0,7.0,2,2
8015,bug_netbeans_162533,31,"2009-04-13 18:57:00","Windows Vista",Other,6,170,1619,535,3,0,0,1,1,1,0,7.0,2,0
8057,bug_netbeans_189583,20,"2010-08-17 11:26:00",All,All,3,69,2,48,3,0,0,1,1,1,0,7.0,6,5
8073,bug_netbeans_154891,14,"2008-12-08 09:17:00",All,All,6,60,507,666,2,0,0,1,2,1,0,7.0,7,6
8101,bug_netbeans_226715,28,"2013-02-26 13:29:00",All,All,3,156,8,63,4,0,0,1,1,1,0,7.4,2,2
8103,bug_netbeans_181849,28,"2010-03-11 07:02:00","Windows XP",PC,3,156,1629,1147,3,0,0,1,1,1,0,7.4,3,0
8171,bug_netbeans_195721,39,"2011-02-20 11:13:00",All,All,3,395,508,807,17,0,0,2,1,1,0,7.4,2,2
8199,bug_netbeans_163460,28,"2009-04-23 10:27:00","Windows XP",All,6,156,1633,1475,3,0,0,1,1,1,0,7.4,2,2
8211,bug_netbeans_141526,34,"2008-07-24 00:36:00","Mac OS X",Macintosh,6,184,993,26,1,0,0,1,1,1,0,6.x,2,0
8230,bug_netbeans_142678,28,"2008-08-02 13:26:00",All,All,6,95,115,12,9,0,0,1,1,1,0,6.x,2,0
8616,bug_netbeans_171348,20,"2009-09-02 18:26:00",All,All,6,69,667,14,10,0,0,1,1,1,0,6.x,2,2
8665,bug_netbeans_167103,3,"2009-06-15 13:42:00","Windows XP",PC,6,101,85,96,4,0,0,2,1,1,0,6.x,4,80
8668,bug_netbeans_130997,20,"2008-03-25 11:55:00",All,All,6,69,1708,542,3,0,0,1,1,1,0,6.x,2,0
8681,bug_netbeans_148116,27,"2008-09-23 23:18:00",All,All,6,181,983,360,6,0,0,1,1,1,0,6.x,3,11
8798,bug_netbeans_225995,6,"2013-02-11 20:23:00",All,All,3,138,148,1,3,0,0,1,1,1,0,7.4,3,2
8918,bug_netbeans_121744,19,"2007-11-12 15:57:00",All,All,6,49,305,295,3,0,0,1,1,1,0,6.x,3,4
8999,bug_netbeans_126482,26,"2008-02-01 11:05:00",All,All,6,138,190,23,7,1,0,1,1,1,0,6.x,2,1
9452,bug_netbeans_237613,8,"2013-10-24 10:39:00",All,All,3,21,21,1,2,0,0,1,1,1,0,8.0,3,2
9672,bug_netbeans_191135,35,"2010-10-19 13:23:00",All,All,3,704,1683,78,7,0,0,1,1,1,0,TBD,3,1
9693,bug_netbeans_178145,20,"2009-12-04 07:18:00","Mac OS X",PC,3,63,73,399,4,0,0,1,1,1,0,7.0,3,2
9714,bug_netbeans_247553,8,"2014-09-29 00:38:00",All,All,3,223,223,1,3,0,0,1,1,1,0,Dev,3,4
9777,bug_netbeans_188793,10,"2010-07-20 14:14:00",All,PC,3,56,8,100,12,0,0,1,1,1,0,7.0,2,2
9896,bug_netbeans_126531,23,"2008-02-01 22:26:00",All,All,6,120,259,10,5,0,0,1,1,1,0,6.x,3,10
10036,bug_netbeans_168007,9,"2009-07-02 07:14:00",All,All,6,130,24,1,2,0,0,1,1,1,0,6.x,2,0
10038,bug_netbeans_167826,3,"2009-06-29 19:19:00",All,All,6,64,10,11,3,0,0,1,2,1,0,6.x,3,1
10056,bug_netbeans_168248,14,"2009-07-07 19:01:00",Linux,All,6,60,1861,1,4,0,0,1,1,1,0,TBD,3,8
10069,bug_netbeans_161179,16,"2009-03-25 18:02:00",All,Other,6,133,22,111,10,0,1,2,1,1,0,6.x,3,2
10102,bug_netbeans_164677,4,"2009-05-07 13:02:00",All,All,6,10,871,7,6,0,0,2,1,1,0,6.x,3,26
10113,bug_netbeans_163434,6,"2009-04-22 22:43:00",All,All,6,76,483,86,14,0,1,1,1,1,0,6.x,2,4
10182,bug_netbeans_196710,31,"2011-03-15 08:03:00",All,All,3,170,664,45,7,1,0,1,1,1,0,7.0.1,3,1
10187,bug_netbeans_198130,1,"2011-04-27 00:47:00",Other,PC,3,170,170,2,2,0,0,1,1,1,0,7.0.1,2,0
10234,bug_netbeans_157951,15,"2009-02-05 01:40:00",All,All,6,102,1893,6,6,0,0,1,1,1,0,6.x,2,0
10244,bug_netbeans_148394,25,"2008-09-25 16:41:00",All,All,6,69,87,29,3,0,0,1,1,1,0,6.x,7,0
10262,bug_netbeans_157381,25,"2009-01-23 21:49:00",All,All,6,69,724,20,7,0,2,1,1,1,0,6.x,2,1
10270,bug_netbeans_143095,34,"2008-08-06 17:45:00",Solaris,Sun,6,133,1900,45,4,1,0,1,1,1,0,6.x,2,4
10282,bug_netbeans_152837,37,"2008-11-10 08:05:00",All,Macintosh,6,89,125,1,2,0,0,2,1,1,0,6.x,7,0
10304,bug_netbeans_155224,20,"2008-12-11 13:20:00",All,All,6,736,69,8,1,0,0,1,1,1,0,TBD,6,15
10441,bug_netbeans_180530,8,"2010-02-10 02:56:00",Linux,PC,3,138,138,1,3,0,0,1,2,1,0,6.x,3,2
10638,bug_netbeans_184366,11,"2010-04-16 14:52:00",All,All,3,287,144,17,3,0,0,1,2,1,0,6.x,4,1
10645,bug_netbeans_168106,8,"2009-07-03 23:56:00",Linux,PC,6,138,1317,17,20,3,2,1,2,1,0,6.x,12,9
10737,bug_netbeans_201317,3,"2011-08-25 11:15:00",All,All,3,5,152,273,7,0,0,2,3,1,0,7.2,4,2
10750,bug_netbeans_212765,10,"2012-05-21 08:22:00","Windows 7",PC,3,173,164,2,4,0,0,1,1,1,0,7.2,2,0
10833,bug_netbeans_103800,15,"2007-05-11 17:14:00",All,All,6,102,1961,781,3,0,0,1,1,1,0,6.x,4,2
10857,bug_netbeans_133746,35,"2008-04-23 08:48:00",All,All,6,759,1965,11,6,1,0,1,1,1,0,6.x,6,2
10982,bug_netbeans_183574,10,"2010-04-06 14:51:00",Solaris,PC,3,525,59,3,5,1,0,1,1,1,0,6.x,3,0
11129,bug_netbeans_234567,29,"2013-08-19 02:46:00",All,All,3,116,2,3,3,0,0,1,1,1,0,7.4,4,2
11225,bug_netbeans_211800,2,"2012-04-26 16:30:00","Windows 7",PC,3,164,305,6,2,0,0,1,1,1,0,TBD,4,0
11226,bug_netbeans_87226,1,"2006-10-16 17:51:00",All,All,6,1,73,2025,6,0,1,1,1,1,0,7.2,3,4
11237,bug_netbeans_208491,16,"2012-02-16 10:09:00",All,All,3,3,11,78,9,0,0,1,1,1,0,7.2,2,2
11346,bug_netbeans_237345,27,"2013-10-19 08:58:00","Windows 7",PC,3,31,8,47,12,1,0,1,1,1,0,8.0,3,2
11389,bug_netbeans_239002,3,"2013-11-30 14:42:00",All,All,3,3,8,5,2,0,0,1,1,1,0,8.0,2,1
11432,bug_netbeans_226767,15,"2013-02-27 10:29:00",Solaris,PC,3,44,173,94,8,1,0,1,1,1,0,7.4,2,2
11509,bug_netbeans_228092,8,"2013-03-29 16:06:00",All,All,3,14,506,67,4,0,0,1,1,1,0,7.4,7,40
11694,bug_netbeans_237347,25,"2013-10-19 09:39:00","Windows 7",PC,3,141,8,54,3,0,0,1,1,1,0,8.0,3,2
11700,bug_netbeans_239210,14,"2013-12-06 19:47:00","Windows XP",PC,3,21,337,3,3,0,0,1,1,1,0,8.0,2,0
11755,bug_netbeans_177663,1,"2009-11-26 05:02:00",All,All,3,69,73,450,3,0,0,2,1,1,0,7.0,5,0
11761,bug_netbeans_195389,32,"2011-02-12 17:05:00",Linux,PC,3,143,479,7,3,0,0,1,1,1,0,7.0,2,2
11782,bug_netbeans_195470,20,"2011-02-14 20:30:00",Solaris,Sun,3,63,751,8,3,0,0,1,1,1,0,7.0,5,8
11862,bug_netbeans_214707,10,"2012-06-25 11:48:00",All,All,3,42,173,1,2,0,0,2,1,1,0,7.3,6,10
11910,bug_netbeans_158611,10,"2009-02-16 14:53:00",All,All,6,56,56,1,3,0,0,1,1,1,0,6.x,3,5
11938,bug_netbeans_245933,3,"2014-07-24 07:46:00",All,All,3,5,15,7,2,0,0,1,1,1,0,8.0.1,2,1
11960,bug_netbeans_245996,10,"2014-07-25 00:10:00",All,All,3,65,65,1,2,0,0,1,1,1,0,8.0.1,2,11
12178,bug_netbeans_201555,28,"2011-09-02 10:01:00",All,All,3,195,115,11,3,0,0,1,1,1,0,7.1,34,28
12220,bug_netbeans_201232,26,"2011-08-23 05:01:00",All,All,3,181,337,21,15,0,0,1,3,1,0,7.1,5,6
12624,bug_netbeans_164273,19,"2009-05-01 15:59:00",All,Macintosh,6,49,2100,1138,5,0,0,1,1,1,0,7.2,15,15
12748,bug_netbeans_222571,15,"2012-11-22 01:53:00",All,All,3,44,8,1,3,0,0,1,1,1,0,7.3,1,2
12843,bug_netbeans_137780,20,"2008-06-19 23:32:00",Solaris,PC,6,63,63,1,1,0,0,1,1,1,0,TBD,3,0
12882,bug_netbeans_136373,34,"2008-06-03 14:56:00","Windows XP",All,6,327,787,1,6,0,0,1,1,1,0,6.x,3,4
12988,bug_netbeans_158168,4,"2009-02-09 01:40:00",All,All,6,7,125,1,3,0,0,4,1,1,0,6.x,3,8
13080,bug_netbeans_212292,1,"2012-05-10 10:05:00",Linux,PC,3,1,3,7,3,0,0,1,1,1,0,7.2,7,12
13102,bug_netbeans_211777,15,"2012-04-26 11:04:00",All,All,3,181,181,22,2,0,0,1,1,1,0,7.2,5,4
13116,bug_netbeans_212675,28,"2012-05-18 07:23:00","Mac OS X",PC,3,9,9,1,3,0,0,2,1,1,0,7.2,2,2
13130,bug_netbeans_177252,1,"2009-11-19 17:28:00","Windows 7 x64",PC,3,80,35,9,8,1,0,1,1,1,0,6.x,2,0
13205,bug_netbeans_178076,10,"2009-12-03 06:26:00","Windows XP",PC,3,168,84,2,3,0,0,1,1,1,0,6.x,2,0
13536,bug_netbeans_236553,6,"2013-09-30 14:34:00",All,All,3,254,254,1,2,0,0,1,1,1,0,8.0,2,3
13553,bug_netbeans_231946,8,"2013-06-27 16:02:00",Linux,PC,3,21,21,97,1,0,0,3,1,1,0,8.0,2,0
13559,bug_netbeans_233500,15,"2013-07-26 14:51:00",All,PC,3,69,8,60,4,0,0,1,1,1,0,8.0,5,0
13565,bug_netbeans_236698,25,"2013-10-03 13:10:00",All,All,3,141,8,1,3,0,0,1,1,1,0,8.0,7,7
13579,bug_netbeans_236270,8,"2013-09-23 13:33:00",All,All,3,14,14,11,5,0,0,1,1,1,0,TBD,3,2
13606,bug_netbeans_236796,15,"2013-10-05 13:41:00","Windows 7",PC,3,44,8,3,5,0,0,1,1,1,0,8.0,3,4
13720,bug_netbeans_162029,28,"2009-04-06 11:47:00","Windows XP",All,6,170,1633,1,2,0,0,1,1,1,0,6.x,2,1
13779,bug_netbeans_199546,8,"2011-06-20 00:59:00","Mac OS X",PC,3,14,14,37,2,0,0,1,1,1,0,7.1,2,7
13808,bug_netbeans_190725,24,"2010-10-02 19:06:00","Windows 7 x64",PC,3,145,484,157,13,0,0,1,2,1,0,7.0,2,1
13813,bug_netbeans_193034,24,"2010-12-08 09:15:00","Windows 7",PC,3,145,8,70,5,0,0,1,1,1,0,7.0,2,0
13854,bug_netbeans_149583,34,"2008-10-09 03:18:00",All,All,6,327,2,30,4,0,0,1,1,1,0,6.x,2,2
13986,bug_netbeans_127960,26,"2008-02-20 22:04:00",All,All,6,767,11,421,26,0,3,2,3,1,0,6.x,4,0
14006,bug_netbeans_166665,37,"2009-06-06 10:30:00",All,All,6,89,1099,3,4,0,0,1,1,1,0,6.x,2,2
14046,bug_netbeans_209829,1,"2012-03-21 08:43:00",All,All,3,116,148,2,2,0,0,2,1,1,0,7.2,6,0
14062,bug_netbeans_191072,35,"2010-10-18 08:44:00",All,PC,3,3,550,523,4,0,0,1,1,1,0,7.2,2,1
14115,bug_netbeans_208664,8,"2012-02-20 17:37:00",All,All,3,14,29,7,6,0,0,1,1,1,0,TBD,2,0
14145,bug_netbeans_240063,11,"2014-01-07 09:48:00",All,All,3,18,497,1,5,0,0,1,1,1,0,8.0,3,1
14245,bug_netbeans_235824,1,"2013-09-11 15:42:00",All,All,3,1,2,93,4,0,0,1,1,1,0,8.0,2,2
